anime_id,name,genre,type,episodes,rating,members
2815,"Fabulous Baker Boys, The (1989)","Comedy, Kids",TV,52,7.17,869
2132,Prizzi's Honor (1985),"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115
5978,Flatliners (1990),"Comedy, School, Shounen, Supernatural",Special,1,7.17,22155
3110,Light Years (Gandahar) (1988),"Drama, Historical",TV,52,7.17,1414
17741,Porky's (1982),"Drama, Romance, Slice of Life",TV,12,7.17,63418
1436,Porky's II: The Next Day (1983),"Action, Adventure, Comedy, Shounen",Special,1,7.17,3493
252,Porky's Revenge (1985),"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
10690,Private School (1983),"Adventure, Magic",Movie,1,7.17,3433
4997,Class of Nuke 'Em High (1986),"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236
33003,"Toxic Avenger, The (1985)","Action, Fantasy, Supernatural, Thriller",TV,12,7.17,46024
442,"Toxic Avenger, Part II, The (1989)","Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571
31404,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)","Comedy, Ecchi, Game, Romance, School",TV,12,7.17,137102
10302,Night of the Creeps (1986),"Action, Comedy, Fantasy, Kids",Special,2,7.17,5913
11569,Predator 2 (1990),"Fantasy, Magic, Music, Shoujo",OVA,1,7.17,1057
33713,"Running Man, The (1987)","Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509
17391,Starman (1984),"Action, Comedy, Fantasy, Shounen",Special,4,7.17,10194
27441,"Brother from Another Planet, The (1984)","Comedy, Music",TV,12,7.17,32061
32038,Alien Nation (1988),"Comedy, Music",TV,12,7.17,8964
2586,Mad Max (1979),"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761
1602,"Road Warrior, The (Mad Max 2) (1981)","Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925
2011,Mad Max Beyond Thunderdome (1985),"Action, Comedy, Police, Shounen",TV,20,7.17,2856
6312,Bird on a Wire (1990),"Action, Adventure, Comedy, Police",Special,1,7.17,1536
3137,Angel Heart (1987),"Adventure, Sports",TV,109,7.17,1650
1922,9 1/2 Weeks (Nine 1/2 Weeks) (1986),"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897
30419,Firestarter (1984),"Drama, Music",Movie,1,7.18,2555
548,Sleepwalkers (1992),"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
31588,Action Jackson (1988),"School, Seinen, Sports",TV,25,7.16,35461
7152,Sarafina! (1992),"Comedy, Magic, Shoujo",TV,50,7.16,3605
1051,Soapdish (1991),"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
1554,"Long Walk Home, The (1990)","Drama, Supernatural",TV,12,7.16,16909
751,Clara's Heart (1988),"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876
34077,Burglar (1987),"Action, Game, Shounen",TV,Unknown,7.16,1363
3432,Fatal Beauty (1987),"Action, Adventure, Comedy, Mecha",TV,51,7.16,615
30383,Gone in 60 Seconds (2000),"School, Sci-Fi",TV,13,7.16,55977
2913,Love's Labour's Lost (2000),"Adventure, Drama",TV,40,7.16,889
3033,Sunshine (1999),"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037
1803,Hamlet (1990),"Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038
16385,Coming Home (1978),"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576
1045,American Pop (1981),"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581
5267,Assault on Precinct 13 (1976),"Adventure, Kids",TV,26,7.16,790
4476,Near Dark (1987),"Adventure, Fantasy",OVA,1,7.16,2557
3327,One False Move (1992),"Adventure, Mecha, Sci-Fi",TV,26,7.16,1300
9723,Shaft (1971),"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025
1592,"Conversation, The (1974)","Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,7.16,13681
7728,Cutter's Way (1981),"Action, Seinen, Supernatural, Vampire",Special,1,7.16,15097
20673,"Fury, The (1978)","Adventure, Fantasy, Romance",Movie,1,7.16,6970
1025,"Paper Chase, The (1973)","Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111
2130,Serpico (1973),"Action, Comedy, Horror, Shounen, Supernatural, Vampire",TV,25,7.16,44825
33511,"Ace in the Hole (Big Carnival, The) (1951)","Comedy, Shounen",Movie,1,7.14,13657
1434,Lonely Are the Brave (1962),"Action, Adventure, Comedy, Shounen",Special,1,7.16,3057
8097,"Sugarland Express, The (1974)","Adventure, Comedy, Shounen",Special,1,7.16,2685
8666,Trouble in Paradise (1932),"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941
620,Big Trouble in Little China (1986),"Drama, Fantasy, Horror, Mystery",TV,13,7.16,14073
7308,Badlands (1973),"Adventure, Drama, Sci-Fi",Movie,1,7.16,917
2298,Battleship Potemkin (1925),"Action, Drama, Mecha, Sci-Fi",Special,1,7.16,9594
1688,Boys and Girls (2000),"Magic, Romance, School",TV,12,7.16,16604
1209,Shaft (2000),"Action, Seinen, Sports",Movie,1,7.16,4545
2489,Titan A.E. (2000),"Comedy, Fantasy, Magic",TV,52,7.16,3633
10108,Butterfly (La lengua de las mariposas) (1999),Comedy,Special,16,7.16,14917
24211,Jesus' Son (1999),"Comedy, Fantasy, Shoujo",TV,13,7.15,47157
325,Chicken Run (2000),"Drama, Romance, Shoujo, Slice of Life",TV,25,7.16,49508
1118,"Me, Myself & Irene (2000)","Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.16,73253
23285,"Patriot, The (2000)","Comedy, Kids, Slice of Life",ONA,1,7.16,3675
907,"Adventures of Rocky and Bullwinkle, The (2000)","Comedy, School, Shoujo",TV,12,7.16,38778
23135,"Perfect Storm, The (2000)","Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,7680
28617,"Golden Bowl, The (2000)","Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
758,Communion (1989),"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
151,"Kentucky Fried Movie, The (1977)","Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378
917,"Blood In, Blood Out (1993)","Action, Cars, Police, Seinen",OVA,1,7.16,6547
22663,F/X (1986),"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
6974,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
4021,"Hot Spot, The (1990)","Comedy, Shoujo, Shounen Ai",TV,12,7.16,21937
5220,Missing in Action (1984),"Action, Drama, Sci-Fi",TV,24,7.16,38495
29027,Missing in Action 2: The Beginning (1985),"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,7.16,33466
10775,Braddock: Missing in Action III (1988),"School, Shounen",Special,1,7.16,3276
2170,Thunderbolt and Lightfoot (1974),"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
876,Dreamscape (1984),"Adventure, Drama, Mystery, Shounen",TV,29,7.16,14002
760,The Golden Voyage of Sinbad (1973),"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,7.16,15718
31370,House Party (1990),"Comedy, Music, Shounen",TV,12,7.16,6342
343,House Party 2 (1991),"Comedy, Fantasy, Romance, Seinen, Vampire",TV,25,7.16,44874
2300,Croupier (1998),"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432
20449,"Kid, The (2000)","Comedy, School, Slice of Life",OVA,1,7.16,39779
27655,Scary Movie (2000),"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364
9346,But I'm a Cheerleader (1999),"Action, Shounen",TV,50,7.15,1337
17677,Shower (Xizao) (1999),"Action, Drama, Sci-Fi",Movie,1,7.15,5078
16157,Blow-Up (Blowup) (1966),"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
3745,"Pawnbroker, The (1964)","Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.15,2073
291,Groove (2000),"Comedy, Drama, Harem, Romance, Supernatural",TV,26,7.15,23364
29437,Footloose (1984),"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202
1726,Duel in the Sun (1946),"Action, Demons, Fantasy",TV,12,7.15,166398
2652,X-Men (2000),"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
2950,Chuck & Buck (2000),"Kids, Slice of Life",Movie,1,7.15,12051
2819,"Five Senses, The (1999)","Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104
1046,"In Crowd, The (2000)","Adventure, Comedy, Fantasy",TV,12,7.15,8004
16982,What Lies Beneath (2000),"Comedy, Harem, Parody, Romance, Shounen",TV,12,7.15,24044
2799,Pokémon the Movie 2000 (2000),"Adventure, Romance, Shoujo",TV,47,7.15,2587
1020,Anatomy of a Murder (1959),"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,3,7.15,6006
2891,Freejack (1992),Fantasy,OVA,1,7.15,11116
33242,Mackenna's Gold (1969),,Special,1,7.15,6604
29785,Sinbad and the Eye of the Tiger (1977),"Comedy, Fantasy, Romance, School, Shounen, Supernatural",TV,13,7.15,88500
11299,"Two Women (Ciociara, La) (1960)","Action, Adventure, Comedy, Mecha, Shounen, Space",Special,1,7.15,683
3483,What About Bob? (1991),"Comedy, Drama, Romance",OVA,1,7.15,1458
32030,White Sands (1992),Music,Music,1,7.15,699
912,Breaker Morant (1980),"Adventure, Shounen",TV,55,7.15,2424
32013,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),"Comedy, School, Slice of Life",TV,12,7.15,45778
31378,Interiors (1978),"Action, Drama, Shounen, Supernatural, Vampire",OVA,1,7.15,17815
1492,Love and Death (1975),"Action, Martial Arts, Super Power",TV,26,7.15,6903
2000,"Official Story, The (La historia oficial) (1985)","Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
11441,Tampopo (1985),"Action, Drama, Historical, Samurai, Shounen",OVA,2,7.15,13795
22877,Nutty Professor II: The Klumps (2000),"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.15,124448
8057,"Girl on the Bridge, The (Fille sur le pont, La) (1999)","Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,7.15,13089
2758,Wonderland (1999),"Sci-Fi, Shounen, Sports",TV,52,7.15,432
29163,Autumn in New York (2000),"Comedy, Slice of Life",TV,13,7.15,25707
8250,Coyote Ugly (2000),"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590
3667,Hollow Man (2000),"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159
2577,Space Cowboys (2000),"Adventure, Drama, Historical, Slice of Life",TV,49,7.15,2322
3737,Psycho Beach Party (2000),"Adventure, Comedy",TV,13,7.15,4675
28841,Saving Grace (2000),"Drama, Music",Movie,1,7.15,3560
1207,"Black Sabbath (Tre volti della paura, I) (1963)","Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835
48,"Brain That Wouldn't Die, The (1962)","Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304
7113,Bronco Billy (1980),"Mecha, Sci-Fi",OVA,1,7.14,3963
230,"Crush, The (1993)","Action, Comedy, Martial Arts, Seinen",TV,27,7.14,22433
929,Kelly's Heroes (1970),"Adventure, Mecha, Sci-Fi",TV,49,7.14,3694
32802,Phantasm II (1988),"Action, Game, Shounen",TV,24,7.14,2121
23991,Phantasm III: Lord of the Dead (1994),"Action, Adventure, Demons, Game, Shounen",Movie,1,7.14,2336
8394,Phantasm IV: Oblivion (1998),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496
13839,Pumpkinhead (1988),"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.14,4947
2355,Air America (1990),"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858
900,Sleepaway Camp (1983),"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
5152,Steel Magnolias (1989),"Action, Adventure, Comedy, Fantasy",Special,1,7.14,25251
30544,And God Created Woman (Et Dieu... créa la femme) (1956),"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657
383,Easy Money (1983),"Comedy, Sci-Fi",TV,24,7.14,17601
4983,"Ilsa, She Wolf of the SS (1974)","Adventure, Comedy, Horror",Movie,1,7.14,9255
475,The Spiral Staircase (1945),"Drama, Sci-Fi",Movie,1,7.14,3701
21653,I'm the One That I Want (2000),"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626
3638,"Tao of Steve, The (2000)","Adventure, Comedy",TV,52,7.14,1034
3616,"Affair of Love, An (Liaison pornographique, Une) (1999)","Action, Comedy, Ecchi, Super Power",TV,12,7.14,27761
10372,Bless the Child (2000),"Action, Seinen, Supernatural",TV,13,7.14,47665
7904,Cecil B. DeMented (2000),"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386
10336,"Eyes of Tammy Faye, The (2000)","Action, Adventure, Sci-Fi",TV,21,7.14,28616
1659,"Replacements, The (2000)","Comedy, Drama, Fantasy, Magic",Special,9,7.14,4609
1696,About Adam (2000),"Action, Adventure, Fantasy",OVA,6,7.14,39377
2151,"Cell, The (2000)","Adventure, Fantasy, Kids",TV,52,7.14,2702
5520,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),"Comedy, Fantasy, Magic",TV,52,7.14,966
2805,"Original Kings of Comedy, The (2000)","Comedy, Fantasy, Kids, Magic, Slice of Life",TV,78,7.14,472
524,"Naked Gun: From the Files of Police Squad!, The (1988)","Comedy, Drama, Romance",OVA,1,7.14,22614
4742,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,TV,16,7.14,567
6178,Our Town (1940),"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.14,29668
1709,Shane (1953),"Action, Adventure, Comedy, Drama, Fantasy, Kids",Special,1,7.14,38638
2993,"Suddenly, Last Summer (1959)","Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,13,7.14,299278
3493,Cat Ballou (1965),Adventure,TV,21,7.14,3510
4650,Supergirl (1984),"Action, Sci-Fi, Space",Special,1,7.14,4046
22687,"Art of War, The (2000)","Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
19697,Bring It On (2000),Comedy,Special,2,7.14,14807
10249,"Crew, The (2000)","Comedy, Parody",Special,2,7.14,20942
1225,Skipped Parts (2000),"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892
58,Highlander: Endgame (Highlander IV) (2000),"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581
998,Nurse Betty (2000),"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194
2561,Solas (1999),"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837
6202,"Watcher, The (2000)","Adventure, Drama",Special,1,7.13,322
2206,"Way of the Gun, The (2000)","Comedy, Sci-Fi",Special,1,7.13,2208
16726,Almost Famous (2000),"Comedy, Fantasy",TV,12,7.13,1248
1022,Bait (2000),"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
4765,Circus (2000),"Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785
2997,Crime and Punishment in Suburbia (2000),"Drama, Fantasy, Historical",Movie,1,7.13,1323
8630,Duets (2000),"Action, Comedy, Romance, School",TV,12,7.13,171888
23425,Under Suspicion (2000),Comedy,Special,11,7.13,4415
2335,Urban Legends: Final Cut (2000),"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52,7.13,5158
2403,Woman on Top (2000),"Comedy, Ecchi, School",TV,12,7.13,63348
8876,Dancer in the Dark (2000),"Comedy, Ecchi, Seinen",OVA,2,7.13,57466
31815,Best in Show (2000),"Fantasy, Magic, Shounen Ai",TV,4,7.13,9961
1384,Beautiful (2000),"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019
1138,"Broken Hearts Club, The (2000)","Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148
22071,Girlfight (2000),"Comedy, Romance, Slice of Life",Special,1,7.13,19538
3656,Remember the Titans (2000),"Action, Shounen Ai, Supernatural",TV,24,7.13,36517
3136,Hellraiser (1987),"Comedy, Magic, Parody",TV,46,7.13,1049
9798,Hellbound: Hellraiser II (1988),"Adventure, Fantasy",Movie,1,7.13,1995
7695,Hellraiser III: Hell on Earth (1992),"Action, Adventure, Fantasy, Kids",Movie,1,7.13,24575
10276,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Comedy,Special,3,7.13,3010
10819,Bikini Beach (1964),"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077
12137,Stranger Than Paradise (1984),"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769
1258,Voyage to the Bottom of the Sea (1961),"Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894
30649,Fantastic Voyage (1966),"Comedy, Slice of Life",TV,26,7.14,1202
30363,Abbott and Costello Meet Frankenstein (1948),"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293
33433,"Bank Dick, The (1940)","Action, Historical, Military",TV,12,7.12,74026
2604,"Creature from the Black Lagoon, The (1954)","Mecha, Military, Sci-Fi",TV,26,7.13,17115
12321,"Invisible Man, The (1933)","Comedy, Historical, Seinen",TV,3,7.13,13444
6941,"Killer Shrews, The (1959)","Action, Adventure, Comedy, Shounen, Super Power",Special,1,7.13,4650
961,Runaway (1984),"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,7.13,3875
4773,"Slumber Party Massacre, The (1982)","Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,7.13,883
4094,Slumber Party Massacre II (1987),"Action, Adventure, Martial Arts",OVA,6,7.12,15958
7366,Slumber Party Massacre III (1990),"Drama, Romance, Sci-Fi, Shoujo",Movie,1,7.12,880
2124,Sorority House Massacre (1986),"Action, Mecha, Military, School, Super Power",Special,2,7.12,23194
15037,Sorority House Massacre II (1990),"Horror, Mystery",OVA,4,7.12,126699
5071,Bamboozled (2000),"Action, Adventure, Comedy, Fantasy",TV,52,7.12,310
10418,Digimon: The Movie (2000),"Action, Horror, Sci-Fi",OVA,1,7.12,78878
3561,Get Carter (2000),"Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876
30988,Get Carter (1971),"Comedy, Seinen",OVA,2,7.12,4122
507,Meet the Parents (2000),"Comedy, Romance, Shoujo, Shounen Ai",OVA,2,7.12,22015
24457,Requiem for a Dream (2000),"Comedy, School, Shounen, Sports",Special,5,7.13,1199
18097,Tigerland (2000),"Shounen, Sports, Super Power",TV,43,7.11,9258
358,Two Family House (2000),"Drama, Romance, Sci-Fi",OVA,6,7.12,18254
9041,"Contender, The (2000)","Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543
10794,Dr. T and the Women (2000),"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.12,56577
4082,"Ladies Man, The (2000)","Comedy, Horror, Supernatural",Special,1,7.12,7362
33490,Billy Jack (1971),"Adventure, Comedy, Mystery, Shounen",TV,Unknown,7.12,1178
968,Billy Jack Goes to Washington (1977),"Action, Comedy, Martial Arts, School, Shounen",TV,25,7.12,1895
20039,"Time Machine, The (1960)","Comedy, School",OVA,1,7.12,7171
5834,Ghoulies II (1987),"Drama, Sports",TV,182,7.12,729
30896,"Unsinkable Molly Brown, The (1964)",Comedy,Special,1,7.13,1733
6182,"Adventures of Ichabod and Mr. Toad, The (1949)","Drama, Historical, Romance",OVA,1,7.12,1120
1916,"Strange Love of Martha Ivers, The (1946)","Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
1137,Detour (1945),"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,7.12,8722
2084,Billy Elliot (2000),"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,38,7.12,1056
6219,Bedazzled (2000),"Fantasy, Romance, Slice of Life",Movie,1,7.12,3523
32553,Pay It Forward (2000),"Comedy, Harem, Romance, School, Shounen",OVA,2,7.12,17022
2570,"Private Eyes, The (1981)","Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228
15807,"Legend of Drunken Master, The (Jui kuen II) (1994)","Comedy, Ecchi, School, Sports",OVA,1,7.12,10122
9716,Book of Shadows: Blair Witch 2 (2000),"Action, Comedy, Samurai, Shounen",Special,1,7.12,3323
10592,"Little Vampire, The (2000)","Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.13,3108
31229,Charlie's Angels (2000),"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,12,7.12,73126
6344,"Legend of Bagger Vance, The (2000)","Action, Adventure, Drama, Horror, Supernatural",Special,1,7.12,9558
3332,Little Nicky (2000),Comedy,TV,35,7.12,1355
3574,Men of Honor (2000),"Action, Mystery, Police",OVA,2,7.12,17871
9673,Red Planet (2000),Comedy,Special,25,7.12,3326
5298,You Can Count on Me (2000),"Fantasy, Game, Sci-Fi",Special,1,7.12,5176
4651,Diamonds Are Forever (1971),"Adventure, Comedy, Fantasy, Shoujo",TV,70,7.12,686
2810,"Eagle Has Landed, The (1976)","Drama, Historical, Kids, Shoujo",TV,39,7.11,2188
659,"6th Day, The (2000)","Comedy, School, Slice of Life",Special,1,7.11,28941
27727,Bounce (2000),"Comedy, Magic, School, Slice of Life",TV,12,7.11,45873
9348,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),"Comedy, Slice of Life",Movie,1,7.11,401
18745,One Day in September (1999),"Comedy, Josei, Slice of Life",OVA,1,7.11,18659
9200,Rugrats in Paris: The Movie (2000),"Adventure, Comedy, Historical",TV,26,7.11,452
1826,102 Dalmatians (2000),"Adventure, Fantasy, Kids",TV,65,7.11,10591
3312,Malèna (2000),"Comedy, Sci-Fi, Shounen, Slice of Life",TV,74,7.11,8735
903,Quills (2000),"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.11,54947
30925,Unbreakable (2000),"Adventure, Sci-Fi",ONA,1,7.11,14786
10947,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","Comedy, Mecha, Sci-Fi",Special,1,7.11,3444
32607,Dungeons & Dragons (2000),Slice of Life,TV,12,7.11,35072
10504,Proof of Life (2000),"Historical, Mystery, Shounen",Special,1,7.11,8792
14653,Vertical Limit (2000),"Comedy, Harem, Parody, Shounen",TV,12,7.11,31435
6554,"Bounty, The (1984)","Adventure, Kids",Special,1,7.11,806
2157,"Planes, Trains & Automobiles (1987)","Mecha, Sci-Fi",TV,13,7.11,3627
31233,She's Having a Baby (1988),"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762
1421,"Living Daylights, The (1987)","Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.11,2819
20141,Transformers: The Movie (1986),"Action, Adventure, Comedy, Shounen",Special,1,7.11,2083
157,Wall Street (1987),"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253
796,Born on the Fourth of July (1989),"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.11,826
3837,Talk Radio (1988),"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45,7.11,956
521,Brewster's Millions (1985),"Adventure, Comedy, Magic, Romance, Shoujo",TV,52,7.11,32296
6946,Snatch (2000),"Comedy, Game, Parody, Seinen",OVA,3,7.11,8682
10659,Punchline (1988),"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.11,25174
3424,Chocolat (2000),"Drama, Historical, Kids, Slice of Life",TV,52,7.11,1335
941,"Dude, Where's My Car? (2000)","Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273
2713,"Emperor's New Groove, The (2000)","Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26,7.11,3224
11487,Pollock (2000),Music,Music,1,7.11,4014
23233,What Women Want (2000),"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321
32105,Finding Forrester (2000),"Action, Fantasy, Shounen, Supernatural",TV,50,7.11,128869
1857,"Gift, The (2000)","Drama, Sci-Fi",Special,2,7.11,1433
7014,Before Night Falls (2000),"Drama, Historical, Military, Supernatural",Movie,1,7.11,4812
20969,Cast Away (2000),"Drama, Historical, Supernatural",Movie,1,7.11,1468
27509,"Family Man, The (2000)","Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,7.11,5052
5955,"House of Mirth, The (2000)","Comedy, Parody",Special,2,7.11,32949
3754,Miss Congeniality (2000),"Fantasy, Magic, Shoujo",TV,50,7.11,1009
3072,"O Brother, Where Art Thou? (2000)","Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,7.11,1609
1514,State and Main (2000),"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764
15933,Dracula 2000 (2000),"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",OVA,1,7.11,15114
5342,All the Pretty Horses (2000),"Action, Mecha, Supernatural",TV,13,7.1,68608
596,"Everlasting Piece, An (2000)","Comedy, Romance",Special,1,7.1,35513
1953,Thirteen Days (2000),"Comedy, School, Slice of Life",Special,9,7.1,33004
930,Traffic (2000),"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517
859,"Claim, The (2000)","Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.1,41021
3032,Shadow of the Vampire (2000),"Adventure, Drama, Sci-Fi, Shounen",Movie,1,7.1,12676
2630,House of Games (1987),"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.1,729
116,Annie (1982),"Adventure, Comedy, Fantasy, Romance",TV,26,7.1,9289
18001,Don't Tell Mom the Babysitter's Dead (1991),"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298
13411,"Officer and a Gentleman, An (1982)","Action, Drama, Sci-Fi, Super Power",OVA,1,7.1,51604
2389,"Alamo, The (1960)","Action, Adventure, Sci-Fi, Shounen",TV,105,7.1,4802
33740,At Close Range (1986),"Shounen, Super Power",Special,1,7.1,4371
11355,Friendly Persuasion (1956),"Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,7.1,12732
1184,Gettysburg (1993),"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.1,9293
3484,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),"Comedy, Drama, Romance",Special,1,7.1,1672
3313,Antitrust (2001),"Adventure, Comedy",TV,52,7.1,784
8234,Double Take (2001),"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090
1869,Save the Last Dance (2001),"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3,7.1,11447
525,Panic (2000),"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591
1122,"Pledge, The (2001)","Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203
4026,The Man in the Moon (1991),"Action, Adventure, Fantasy, Kids",Movie,1,7.1,32654
6749,Mystic Pizza (1988),"Action, Music",Music,1,7.1,3826
10824,Prelude to a Kiss (1992),"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.1,1775
